,traffic
193,1115.573820609375
194,1115.573820609375
195,1115.573820625
196,1115.573820609375
197,1115.573820609375
198,1115.573820609375
199,1115.573820625
200,1115.573820609375
201,1115.573820609375
202,1115.573820609375
203,1115.573820625
204,1115.573820609375
205,1115.573820609375
206,1115.573820609375
207,1115.573820625
208,1115.573820609375
209,1115.573820609375
210,1115.573820609375
211,1115.573820625
212,1115.573820609375
213,1115.573820609375
214,1115.573820609375
215,1115.573820625
216,1115.573820609375
217,1115.573820609375
218,1115.573820609375
219,1115.573820625
220,1115.573820609375
221,1115.573820609375
222,1115.573820609375
223,1115.573820625
224,1115.573820609375
225,1115.573820609375
226,1115.573820625
227,1115.573820609375
228,1115.573820609375
229,1115.573820609375
230,1115.573820625
231,1115.573820609375
232,1115.573820609375
233,1115.573820609375
234,1115.573820625
235,1115.573820609375
236,1115.573820609375
237,1115.573820609375
238,1115.573820625
239,1115.573820609375
240,1115.573820609375
241,1115.573820609375
242,1115.573820625
243,1115.573820609375
244,1115.573820609375
245,1115.573820609375
246,1115.573820625
247,1115.573820609375
248,1115.573820609375
249,1115.573820609375
250,1115.573820625
251,1115.573820609375
252,1115.573820609375
253,1115.573820609375
254,1115.573820625
255,1115.573820609375
256,1115.573820609375
257,1115.573820609375
258,1115.573820625
259,1115.573820609375
260,1115.573820609375
261,1115.573820609375
262,1115.573820625
263,1115.573820609375
264,1115.573820609375
265,1115.573820609375
266,1115.573820625
267,1115.573820609375
268,1115.573820609375
269,1115.573820609375
270,1115.573820625
271,1115.573820609375
272,1115.573820609375
273,1115.573820609375
274,1115.573820625
275,1115.573820609375
276,1115.573820609375
277,1115.573820609375
278,1115.573820625
279,1115.573820609375
280,1115.573820609375
281,1115.573820609375
282,1115.573820625
283,1115.573820609375
284,1115.573820609375
285,1115.573820609375
286,1115.573820625
287,1115.573820609375
288,1115.573820609375
289,1115.573820609375
290,1115.573820625
291,1115.573820609375
292,1115.573820609375
293,1115.573820609375
294,1115.573820625
295,1115.573820609375
296,1115.573820609375
297,1115.573820609375
298,1115.573820625
299,1115.573820609375
300,1099.721049625
301,1099.721049625
302,1099.721049625
303,1099.721049625
304,1099.721049640625
305,1099.721049625
306,1099.721049625
307,1099.721049625
308,1099.721049625
309,1099.721049625
310,1099.721049625
311,1099.721049625
312,1099.721049625
313,1099.721049625
314,1099.721049640625
315,1099.721049625
316,1099.721049625
317,1099.721049625
318,1099.721049625
319,1099.721049625
320,1099.721049625
321,1099.721049625
322,1099.721049625
323,1099.721049640625
324,1099.721049625
325,1099.721049625
326,1099.721049625
327,1099.721049625
328,1099.721049625
329,1099.721049625
330,1099.721049625
331,1099.721049625
332,1099.721049640625
333,1099.721049625
334,1099.721049625
335,1099.721049625
336,1099.721049625
337,1099.721049625
338,1099.721049625
339,1099.721049625
340,1099.721049625
341,1099.721049625
342,1099.721049640625
343,1099.721049625
344,1099.721049625
345,1099.721049625
346,1099.721049625
347,1099.721049625
348,1099.721049625
349,1099.721049625
350,1099.721049625
351,1099.721049640625
352,1099.721049625
353,1099.721049625
354,1099.721049625
355,1099.721049625
356,1099.721049625
357,1099.721049625
358,1099.721049625
359,1099.721049625
360,1099.721049640625
361,1099.721049625
362,1099.721049625
363,1099.721049625
364,1099.721049625
365,1099.721049625
366,1099.721049625
367,1099.721049625
368,1099.721049625
369,1099.721049625
370,1099.721049640625
371,1099.721049625
372,1099.721049625
373,1099.721049625
374,1099.721049625
375,1099.721049625
376,1099.721049625
377,1099.721049625
378,1099.721049625
379,1099.721049640625
380,1099.721049625
381,1099.721049625
382,1099.721049625
383,1099.721049625
384,1099.721049625
385,1099.721049625
386,1099.721049625
387,1099.721049625
388,1099.721049625
389,1099.721049640625
390,1099.721049625
391,1099.721049625
392,1099.721049625
393,1099.721049625
394,1099.721049625
395,1099.721049625
396,1099.721049625
397,1099.721049625
398,1099.721049640625
399,1099.721049625
400,1099.721049625
401,1099.721049625
402,1099.721049625
403,1099.721049625
404,1099.721049625
405,1099.721049625
406,1099.721049625
407,1099.721049640625
408,1099.721049625
409,1099.721049625
410,1099.721049625
411,1099.721049625
412,1099.721049625
413,1099.721049625
414,1099.721049625
415,1099.721049625
416,1099.721049625
417,1099.721049640625
418,1099.721049625
419,1099.721049625
420,1099.721049625
421,1099.721049625
422,1099.721049625
423,1099.721049625
424,1099.721049625
425,1099.721049625
426,1099.721049640625
427,1099.721049625
428,1099.721049625
429,1099.721049625
430,1099.721049625
431,1099.721049625
432,1099.721049625
433,1099.721049625
434,1099.721049625
435,1099.721049640625
436,1099.721049625
437,1099.721049625
438,1099.721049625
439,1099.721049625
440,1099.721049625
441,1099.721049625
442,1099.721049625
443,1099.721049625
444,1099.721049625
445,1099.721049640625
446,1099.721049625
447,1099.721049625
448,1099.721049625
449,1099.721049625
450,1099.721049625
451,1099.721049625
452,1099.721049625
453,1099.721049625
454,1099.721049640625
455,1099.721049625
456,1099.721049625
457,1099.721049625
458,1099.721049625
459,1099.721049625
460,1099.721049625
461,1099.721049625
462,1099.721049625
463,1099.721049625
464,1099.721049640625
465,1099.721049625
466,1099.721049625
467,1099.721049625
468,1099.721049625
469,1099.721049625
470,1099.721049625
471,1099.721049625
472,1099.721049625
473,1099.721049640625
474,1099.721049625
475,1099.721049625
476,1099.721049625
477,1099.721049625
478,1099.721049625
479,1099.721049625
480,1099.721049625
481,1099.721049625
482,1099.721049640625
483,1099.721049625
484,1099.721049625
485,1099.721049625
486,1099.721049625
487,1099.721049625
488,1099.721049625
489,1099.721049625
490,1099.721049625
491,1099.721049625
492,1099.721049640625
493,1099.721049625
494,1099.721049625
495,1099.721049625
496,1099.721049625
497,1099.721049625
498,1099.721049625
499,1099.721049625
500,1099.721049625
501,1099.721049640625
502,1099.721049625
503,1099.721049625
504,1099.721049625
505,1099.721049625
506,1099.721049625
507,1099.721049625
508,1099.721049625
509,1099.721049625
510,1099.721049640625
511,1099.721049625
512,1099.721049625
513,1099.721049625
514,1099.721049625
515,1099.721049625
516,1099.721049625
517,1099.721049625
518,1099.721049625
519,1099.721049625
520,1099.721049640625
521,1099.721049625
522,1099.721049625
523,1099.721049625
524,1099.721049625
525,1099.721049625
526,1099.721049625
527,1099.721049625
528,1099.721049625
529,1099.721049640625
530,1099.721049625
531,1099.721049625
532,1099.721049625
533,1099.721049625
534,1099.721049625
535,1099.721049625
536,1099.721049625
537,1099.721049625
538,1099.721049625
539,1099.721049640625
540,1099.721049625
541,1099.721049625
542,1099.721049625
543,1099.721049625
544,1099.721049625
545,1099.721049625
546,1099.721049625
547,1099.721049625
548,1099.721049640625
549,1099.721049625
550,1099.721049625
551,1099.721049625
552,1099.721049625
553,1099.721049625
554,1099.721049625
555,1099.721049625
556,1099.721049625
557,1099.721049640625
558,1099.721049625
559,1099.721049625
560,1099.721049625
561,1099.721049625
562,1099.721049625
563,1099.721049625
564,1099.721049625
565,1099.721049625
566,1099.721049625
567,1099.721049640625
568,1099.721049625
569,1099.721049625
570,1099.721049625
571,1099.721049625
572,1099.721049625
573,1099.721049625
574,1099.721049625
575,1099.721049625
576,1099.721049640625
577,1099.721049625
578,1099.721049625
579,1099.721049625
580,1099.721049625
581,1099.721049625
582,1099.721049625
583,1099.721049625
584,1099.721049625
585,1099.721049640625
586,1099.721049625
587,1099.721049625
588,1099.721049625
589,1099.721049625
590,1099.721049625
591,1099.721049625
592,1099.721049625
593,1099.721049625
594,1099.721049625
595,1099.721049640625
596,1099.721049625
597,1099.721049625
598,1099.721049625
599,1099.721049625
600,1158.7711250625
601,1158.771125078125
602,1158.7711250625
603,1158.7711250625
604,1158.7711250625
605,1158.771125078125
606,1158.7711250625
607,1158.7711250625
608,1158.7711250625
609,1158.771125078125
610,1158.7711250625
611,1158.7711250625
612,1158.7711250625
613,1158.771125078125
614,1158.7711250625
615,1158.7711250625
616,1158.771125078125
617,1158.7711250625
618,1158.7711250625
619,1158.7711250625
620,1158.771125078125
621,1158.7711250625
622,1158.7711250625
623,1158.7711250625
624,1158.771125078125
625,1158.7711250625
626,1158.7711250625
627,1158.7711250625
628,1158.771125078125
629,1158.7711250625
630,1158.7711250625
631,1158.771125078125
632,1158.7711250625
633,1158.7711250625
634,1158.7711250625
635,1158.771125078125
636,1158.7711250625
637,1158.7711250625
638,1158.7711250625
639,1158.771125078125
640,1158.7711250625
641,1158.7711250625
642,1158.7711250625
643,1158.771125078125
644,1158.7711250625
645,1158.7711250625
646,1158.771125078125
647,1158.7711250625
648,1158.7711250625
649,1158.7711250625
650,1158.771125078125
651,1158.7711250625
652,1158.7711250625
653,1158.7711250625
654,1158.771125078125
655,1158.7711250625
656,1158.7711250625
657,1158.7711250625
658,1158.771125078125
659,1158.7711250625
660,1158.7711250625
661,1158.771125078125
662,1158.7711250625
663,1158.7711250625
664,1158.7711250625
665,1158.771125078125
666,1158.7711250625
667,1158.7711250625
668,1158.7711250625
669,1158.771125078125
670,1158.7711250625
671,1158.7711250625
672,1158.7711250625
673,1158.771125078125
674,1158.7711250625
675,1158.7711250625
676,1158.771125078125
677,1158.7711250625
678,1158.7711250625
679,1158.7711250625
680,1158.771125078125
681,1158.7711250625
682,1158.7711250625
683,1158.7711250625
684,1158.771125078125
685,1158.7711250625
686,1158.7711250625
687,1158.7711250625
688,1158.771125078125
689,1158.7711250625
690,1158.7711250625
691,1158.771125078125
692,1158.7711250625
693,1158.7711250625
694,1158.7711250625
695,1158.771125078125
696,1158.7711250625
697,1158.7711250625
698,1158.7711250625
699,1158.771125078125
700,1158.7711250625
701,1158.7711250625
702,1158.7711250625
703,1158.771125078125
704,1158.7711250625
705,1158.7711250625
706,1158.771125078125
707,1158.7711250625
708,1158.7711250625
709,1158.7711250625
710,1158.771125078125
711,1158.7711250625
712,1158.7711250625
713,1158.7711250625
714,1158.771125078125
715,1158.7711250625
716,1158.7711250625
717,1158.7711250625
718,1158.771125078125
719,1158.7711250625
720,1158.7711250625
721,1158.771125078125
722,1158.7711250625
723,1158.7711250625
724,1158.7711250625
725,1158.771125078125
726,1158.7711250625
727,1158.7711250625
728,1158.7711250625
729,1158.771125078125
730,1158.7711250625
731,1158.7711250625
732,1158.7711250625
733,1158.771125078125
734,1158.7711250625
735,1158.7711250625
736,1158.771125078125
737,1158.7711250625
738,1158.7711250625
739,1158.7711250625
740,1158.771125078125
741,1158.7711250625
742,1158.7711250625
743,1158.7711250625
744,1158.771125078125
745,1158.7711250625
746,1158.7711250625
747,1158.7711250625
748,1158.771125078125
749,1158.7711250625
750,1158.7711250625
751,1158.771125078125
752,1158.7711250625
753,1158.7711250625
754,1158.7711250625
755,1158.771125078125
756,1158.7711250625
757,1158.7711250625
758,1158.7711250625
759,1158.771125078125
760,1158.7711250625
761,1158.7711250625
762,1158.7711250625
763,1158.771125078125
764,1158.7711250625
765,1158.7711250625
766,1158.771125078125
767,1158.7711250625
768,1158.7711250625
769,1158.7711250625
770,1158.771125078125
771,1158.7711250625
772,1158.7711250625
773,1158.7711250625
774,1158.771125078125
775,1158.7711250625
776,1158.7711250625
777,1158.7711250625
778,1158.771125078125
779,1158.7711250625
780,1158.7711250625
781,1158.771125078125
782,1158.7711250625
783,1158.7711250625
784,1158.7711250625
785,1158.771125078125
786,1158.7711250625
787,1158.7711250625
788,1158.7711250625
789,1158.771125078125
790,1158.7711250625
791,1158.7711250625
792,1158.7711250625
793,1158.771125078125
794,1158.7711250625
795,1158.7711250625
796,1158.771125078125
797,1158.7711250625
798,1158.7711250625
799,1158.7711250625
800,1158.771125078125
801,1158.7711250625
802,1158.7711250625
803,1158.7711250625
804,1158.771125078125
805,1158.7711250625
806,1158.7711250625
807,1158.7711250625
808,1158.771125078125
809,1158.7711250625
810,1158.7711250625
811,1158.771125078125
812,1158.7711250625
813,1158.7711250625
814,1158.7711250625
815,1158.771125078125
816,1158.7711250625
817,1158.7711250625
818,1158.7711250625
819,1158.771125078125
820,1158.7711250625
821,1158.7711250625
822,1158.7711250625
823,1158.771125078125
824,1158.7711250625
825,1158.7711250625
826,1158.771125078125
827,1158.7711250625
828,1158.7711250625
829,1158.7711250625
830,1158.771125078125
831,1158.7711250625
832,1158.7711250625
833,1158.7711250625
834,1158.771125078125
835,1158.7711250625
836,1158.7711250625
837,1158.7711250625
838,1158.771125078125
839,1158.7711250625
840,1158.7711250625
841,1158.771125078125
842,1158.7711250625
843,1158.7711250625
844,1158.7711250625
845,1158.771125078125
846,1158.7711250625
847,1158.7711250625
848,1158.7711250625
849,1158.771125078125
850,1158.7711250625
851,1158.7711250625
852,1158.7711250625
853,1158.771125078125
854,1158.7711250625
855,1158.7711250625
856,1158.771125078125
857,1158.7711250625
858,1158.7711250625
859,1158.7711250625
860,1158.771125078125
861,1158.7711250625
862,1158.7711250625
863,1158.7711250625
864,1158.771125078125
865,1158.7711250625
866,1158.7711250625
867,1158.7711250625
868,1158.771125078125
869,1158.7711250625
870,1158.7711250625
871,1158.771125078125
872,1158.7711250625
873,1158.7711250625
874,1158.7711250625
875,1158.771125078125
876,1158.7711250625
877,1158.7711250625
878,1158.7711250625
879,1158.771125078125
880,1158.7711250625
881,1158.7711250625
882,1158.7711250625
883,1158.771125078125
884,1158.7711250625
885,1158.7711250625
886,1158.771125078125
887,1158.7711250625
888,1158.7711250625
889,1158.7711250625
890,1158.771125078125
891,1158.7711250625
892,1158.7711250625
893,1158.7711250625
894,1158.771125078125
895,1158.7711250625
896,1158.7711250625
897,1158.7711250625
898,1158.771125078125
899,1158.7711250625
900,1026.99715821875
901,1026.997158203125
902,1026.99715821875
903,1026.99715821875
904,1026.997158203125
905,1026.99715821875
906,1026.99715821875
907,1026.997158203125
908,1026.99715821875
909,1026.99715821875
910,1026.997158203125
911,1026.99715821875
912,1026.997158203125
913,1026.99715821875
914,1026.99715821875
915,1026.997158203125
916,1026.99715821875
917,1026.99715821875
918,1026.997158203125
919,1026.99715821875
920,1026.99715821875
921,1026.997158203125
922,1026.99715821875
923,1026.99715821875
924,1026.997158203125
925,1026.99715821875
926,1026.99715821875
927,1026.997158203125
928,1026.99715821875
929,1026.99715821875
930,1026.997158203125
931,1026.99715821875
932,1026.99715821875
933,1026.997158203125
934,1026.99715821875
935,1026.99715821875
936,1026.997158203125
937,1026.99715821875
938,1026.997158203125
939,1026.99715821875
940,1026.99715821875
941,1026.997158203125
942,1026.99715821875
943,1026.99715821875
944,1026.997158203125
945,1026.99715821875
946,1026.99715821875
947,1026.997158203125
948,1026.99715821875
949,1026.99715821875
950,1026.997158203125
951,1026.99715821875
952,1026.99715821875
953,1026.997158203125
954,1026.99715821875
955,1026.99715821875
956,1026.997158203125
957,1026.99715821875
958,1026.99715821875
959,1026.997158203125
960,1026.99715821875
961,1026.99715821875
962,1026.997158203125
963,1026.99715821875
964,1026.997158203125
965,1026.99715821875
966,1026.99715821875
967,1026.997158203125
968,1026.99715821875
969,1026.99715821875
970,1026.997158203125
971,1026.99715821875
972,1026.99715821875
973,1026.997158203125
974,1026.99715821875
975,1026.99715821875
976,1026.997158203125
977,1026.99715821875
978,1026.99715821875
979,1026.997158203125
980,1026.99715821875
981,1026.99715821875
982,1026.997158203125
983,1026.99715821875
984,1026.99715821875
985,1026.997158203125
986,1026.99715821875
987,1026.997158203125
988,1026.99715821875
989,1026.99715821875
990,1026.997158203125
991,1026.99715821875
992,1026.99715821875
993,1026.997158203125
994,1026.99715821875
995,1026.99715821875
996,1026.997158203125
997,1026.99715821875
998,1026.99715821875
999,1026.997158203125
1000,1026.99715821875
1001,1026.99715821875
1002,1026.997158203125
1003,1026.99715821875
1004,1026.99715821875
1005,1026.997158203125
1006,1026.99715821875
1007,1026.99715821875
1008,1026.997158203125
1009,1026.99715821875
1010,1026.99715821875
1011,1026.997158203125
1012,1026.99715821875
1013,1026.997158203125
1014,1026.99715821875
1015,1026.99715821875
1016,1026.997158203125
1017,1026.99715821875
1018,1026.99715821875
1019,1026.997158203125
1020,1026.99715821875
1021,1026.99715821875
1022,1026.997158203125
1023,1026.99715821875
1024,1026.99715821875
1025,1026.997158203125
1026,1026.99715821875
1027,1026.99715821875
1028,1026.997158203125
1029,1026.99715821875
1030,1026.99715821875
1031,1026.997158203125
1032,1026.99715821875
1033,1026.99715821875
1034,1026.997158203125
1035,1026.99715821875
1036,1026.99715821875
1037,1026.997158203125
1038,1026.99715821875
1039,1026.997158203125
1040,1026.99715821875
1041,1026.99715821875
1042,1026.997158203125
1043,1026.99715821875
1044,1026.99715821875
1045,1026.997158203125
1046,1026.99715821875
1047,1026.99715821875
1048,1026.997158203125
1049,1026.99715821875
1050,1026.99715821875
1051,1026.997158203125
1052,1026.99715821875
1053,1026.99715821875
1054,1026.997158203125
1055,1026.99715821875
1056,1026.99715821875
1057,1026.997158203125
1058,1026.99715821875
1059,1026.99715821875
1060,1026.997158203125
1061,1026.99715821875
1062,1026.997158203125
1063,1026.99715821875
1064,1026.99715821875
1065,1026.997158203125
1066,1026.99715821875
1067,1026.99715821875
1068,1026.997158203125
1069,1026.99715821875
1070,1026.99715821875
1071,1026.997158203125
1072,1026.99715821875
1073,1026.99715821875
1074,1026.997158203125
1075,1026.99715821875
1076,1026.99715821875
1077,1026.997158203125
1078,1026.99715821875
1079,1026.99715821875
1080,1026.997158203125
1081,1026.99715821875
1082,1026.99715821875
1083,1026.997158203125
1084,1026.99715821875
1085,1026.99715821875
1086,1026.997158203125
1087,1026.99715821875
1088,1026.997158203125
1089,1026.99715821875
1090,1026.99715821875
1091,1026.997158203125
1092,1026.99715821875
1093,1026.99715821875
1094,1026.997158203125
1095,1026.99715821875
1096,1026.99715821875
1097,1026.997158203125
1098,1026.99715821875
1099,1026.99715821875
1100,1026.997158203125
1101,1026.99715821875
1102,1026.99715821875
1103,1026.997158203125
1104,1026.99715821875
1105,1026.99715821875
1106,1026.997158203125
1107,1026.99715821875
1108,1026.99715821875
1109,1026.997158203125
1110,1026.99715821875
1111,1026.99715821875
1112,1026.997158203125
1113,1026.99715821875
1114,1026.997158203125
1115,1026.99715821875
1116,1026.99715821875
1117,1026.997158203125
1118,1026.99715821875
1119,1026.99715821875
1120,1026.997158203125
1121,1026.99715821875
1122,1026.99715821875
1123,1026.997158203125
1124,1026.99715821875
1125,1026.99715821875
1126,1026.997158203125
1127,1026.99715821875
1128,1026.99715821875
1129,1026.997158203125
1130,1026.99715821875
1131,1026.99715821875
1132,1026.997158203125
1133,1026.99715821875
1134,1026.99715821875
1135,1026.997158203125
1136,1026.99715821875
1137,1026.997158203125
1138,1026.99715821875
1139,1026.99715821875
1140,1026.997158203125
1141,1026.99715821875
1142,1026.99715821875
1143,1026.997158203125
1144,1026.99715821875
1145,1026.99715821875
1146,1026.997158203125
1147,1026.99715821875
1148,1026.99715821875
1149,1026.997158203125
1150,1026.99715821875
1151,1026.99715821875
1152,1026.997158203125
1153,1026.99715821875
1154,1026.99715821875
1155,1026.997158203125
1156,1026.99715821875
1157,1026.99715821875
1158,1026.997158203125
1159,1026.99715821875
1160,1026.99715821875
1161,1026.997158203125
1162,1026.99715821875
1163,1026.997158203125
1164,1026.99715821875
1165,1026.99715821875
1166,1026.997158203125
1167,1026.99715821875
1168,1026.99715821875
1169,1026.997158203125
1170,1026.99715821875
1171,1026.99715821875
1172,1026.997158203125
1173,1026.99715821875
1174,1026.99715821875
1175,1026.997158203125
1176,1026.99715821875
1177,1026.99715821875
1178,1026.997158203125
1179,1026.99715821875
1180,1026.99715821875
1181,1026.997158203125
1182,1026.99715821875
1183,1026.99715821875
1184,1026.997158203125
1185,1026.99715821875
1186,1026.99715821875
1187,1026.997158203125
1188,1026.99715821875
1189,1026.997158203125
1190,1026.99715821875
1191,1026.99715821875
1192,1026.997158203125
1193,1026.99715821875
1194,1026.99715821875
1195,1026.997158203125
1196,1026.99715821875
1197,1026.99715821875
1198,1026.997158203125
1199,1026.99715821875
1200,1175.637404375
1201,1175.637404375
1202,1175.637404375
1203,1175.637404375
1204,1175.637404359375
1205,1175.637404375
1206,1175.637404375
1207,1175.637404375
1208,1175.637404375
1209,1175.637404375
1210,1175.637404375
1211,1175.637404375
1212,1175.637404375
1213,1175.637404375
1214,1175.637404359375
1215,1175.637404375
1216,1175.637404375
1217,1175.637404375
1218,1175.637404375
1219,1175.637404375
1220,1175.637404375
1221,1175.637404375
1222,1175.637404375
1223,1175.637404359375
1224,1175.637404375
1225,1175.637404375
1226,1175.637404375
1227,1175.637404375
1228,1175.637404375
1229,1175.637404375
1230,1175.637404375
1231,1175.637404375
1232,1175.637404359375
1233,1175.637404375
1234,1175.637404375
1235,1175.637404375
1236,1175.637404375
1237,1175.637404375
1238,1175.637404375
1239,1175.637404375
1240,1175.637404375
1241,1175.637404375
1242,1175.637404359375
1243,1175.637404375
1244,1175.637404375
1245,1175.637404375
1246,1175.637404375
1247,1175.637404375
1248,1175.637404375
1249,1175.637404375
1250,1175.637404375
1251,1175.637404359375
1252,1175.637404375
1253,1175.637404375
1254,1175.637404375
1255,1175.637404375
1256,1175.637404375
1257,1175.637404375
1258,1175.637404375
1259,1175.637404375
1260,1175.637404359375
1261,1175.637404375
1262,1175.637404375
1263,1175.637404375
1264,1175.637404375
1265,1175.637404375
1266,1175.637404375
1267,1175.637404375
1268,1175.637404375
1269,1175.637404375
1270,1175.637404359375
1271,1175.637404375
1272,1175.637404375
1273,1175.637404375
1274,1175.637404375
1275,1175.637404375
1276,1175.637404375
1277,1175.637404375
1278,1175.637404375
1279,1175.637404359375
1280,1175.637404375
1281,1175.637404375
1282,1175.637404375
1283,1175.637404375
1284,1175.637404375
1285,1175.637404375
1286,1175.637404375
1287,1175.637404375
1288,1175.637404375
1289,1175.637404359375
1290,1175.637404375
1291,1175.637404375
1292,1175.637404375
1293,1175.637404375
1294,1175.637404375
1295,1175.637404375
1296,1175.637404375
1297,1175.637404375
1298,1175.637404359375
1299,1175.637404375
1300,1175.637404375
1301,1175.637404375
1302,1175.637404375
1303,1175.637404375
1304,1175.637404375
1305,1175.637404375
1306,1175.637404375
1307,1175.637404359375
1308,1175.637404375
1309,1175.637404375
1310,1175.637404375
1311,1175.637404375
1312,1175.637404375
1313,1175.637404375
1314,1175.637404375
1315,1175.637404375
1316,1175.637404375
1317,1175.637404359375
1318,1175.637404375
1319,1175.637404375
1320,1175.637404375
1321,1175.637404375
1322,1175.637404375
1323,1175.637404375
1324,1175.637404375
1325,1175.637404375
1326,1175.637404359375
1327,1175.637404375
1328,1175.637404375
1329,1175.637404375
1330,1175.637404375
1331,1175.637404375
1332,1175.637404375
1333,1175.637404375
1334,1175.637404375
1335,1175.637404359375
1336,1175.637404375
1337,1175.637404375
1338,1175.637404375
1339,1175.637404375
1340,1175.637404375
1341,1175.637404375
1342,1175.637404375
1343,1175.637404375
1344,1175.637404375
1345,1175.637404359375
1346,1175.637404375
1347,1175.637404375
1348,1175.637404375
1349,1175.637404375
1350,1175.637404375
1351,1175.637404375
1352,1175.637404375
1353,1175.637404375
1354,1175.637404359375
1355,1175.637404375
1356,1175.637404375
1357,1175.637404375
1358,1175.637404375
1359,1175.637404375
1360,1175.637404375
1361,1175.637404375
1362,1175.637404375
1363,1175.637404375
1364,1175.637404359375
1365,1175.637404375
1366,1175.637404375
1367,1175.637404375
1368,1175.637404375
1369,1175.637404375
1370,1175.637404375
1371,1175.637404375
1372,1175.637404375
1373,1175.637404359375
1374,1175.637404375
1375,1175.637404375
1376,1175.637404375
1377,1175.637404375
1378,1175.637404375
1379,1175.637404375
1380,1175.637404375
1381,1175.637404375
1382,1175.637404359375
1383,1175.637404375
1384,1175.637404375
1385,1175.637404375
1386,1175.637404375
1387,1175.637404375
1388,1175.637404375
1389,1175.637404375
1390,1175.637404375
1391,1175.637404375
1392,1175.637404359375
1393,1175.637404375
1394,1175.637404375
1395,1175.637404375
1396,1175.637404375
1397,1175.637404375
1398,1175.637404375
1399,1175.637404375
1400,1175.637404375
1401,1175.637404359375
1402,1175.637404375
1403,1175.637404375
1404,1175.637404375
1405,1175.637404375
1406,1175.637404375
1407,1175.637404375
1408,1175.637404375
1409,1175.637404375
1410,1175.637404359375
