,traffic
318,609.9196224375
319,609.919622375
320,608.656896
321,608.656896
322,608.656896
323,608.656896
324,608.656896
325,608.0307071875
326,608.0307071875
327,608.03070725
328,608.0307071875
329,608.0307071875
330,611.599561625
331,611.5995615625
332,611.599561625
333,611.5995615625
334,611.599561625
335,608.238416
336,608.238416
337,608.238416
338,608.238416
339,608.238416
340,614.1138208125
341,614.1138208125
342,614.11382075
343,614.1138208125
344,614.1138208125
345,603.1941248125
346,603.1941248125
347,603.19412475
348,603.1941248125
349,603.1941248125
350,609.290265625
351,609.2902655625
352,609.290265625
353,609.2902655625
354,609.290265625
355,608.028278375
356,608.0282784375
357,608.028278375
358,608.0282784375
359,608.028278375
360,833.389686375
361,833.3896864375
362,833.389686375
363,833.3896864375
364,833.389686375
365,1084.9984191875
366,1084.9984191875
367,1084.99841925
368,1084.9984191875
369,1084.9984191875
370,682.8042111875
371,682.8042111875
372,682.80421125
373,682.8042111875
374,682.8042111875
375,683.012448
376,683.012448
377,683.012448
378,683.012448
379,683.012448
380,683.012448
381,683.012448
382,683.012448
383,683.012448
384,683.012448
385,681.541062375
386,681.5410624375
387,681.541062375
388,681.5410624375
389,681.541062375
390,683.2226911875
391,683.2226911875
392,683.22269125
393,683.2226911875
394,683.2226911875
395,683.8523648125
396,683.8523648125
397,683.85236475
398,683.8523648125
399,683.8523648125
400,684.476758375
401,684.4767584375
402,684.476758375
403,684.4767584375
404,684.476758375
405,680.072489625
406,680.0724895625
407,680.072489625
408,680.0724895625
409,680.072489625
410,681.540745625
411,681.5407455625
412,681.540745625
413,681.5407455625
414,681.540745625
415,681.543913625
416,681.5439135625
417,681.543913625
418,681.5439135625
419,681.543913625
420,843.2600288125
421,843.2600288125
422,843.26002875
423,843.2600288125
424,843.2600288125
425,963.193822375
426,963.1938224375
427,963.193822375
428,963.1938224375
429,963.193822375
430,504.0701471875
431,504.0701471875
432,504.07014725
433,504.0701471875
434,504.0701471875
435,504.280073625
436,504.2800735625
437,504.280073625
438,504.2800735625
439,504.280073625
440,505.11904
441,505.11904
442,505.11904
443,505.11904
444,505.11904
445,505.117984
446,505.117984
447,505.117984
448,505.117984
449,505.117984
450,505.959168
451,505.959168
452,505.959168
453,505.959168
454,505.959168
455,504.6992928125
456,504.6992928125
457,504.69929275
458,504.6992928125
459,504.6992928125
460,505.535408
461,505.535408
462,505.535408
463,505.535408
464,505.535408
465,506.167193625
466,506.1671935625
467,506.167193625
468,506.1671935625
469,506.167193625
470,503.648144
471,503.648144
472,503.648144
473,503.648144
474,503.648144
475,506.3779648125
476,506.3779648125
477,506.37796475
478,506.3779648125
479,506.3779648125
480,669.7836288125
481,669.7836288125
482,669.78362875
483,669.7836288125
484,669.7836288125
485,907.32412
486,907.32412
487,907.32412
488,907.32412
489,907.32412
490,549.016784
491,549.016784
492,549.016784
493,549.016784
494,549.016784
495,554.4763488125
496,554.4763488125
497,554.47634875
498,554.4763488125
499,554.4763488125
500,554.6890208125
501,554.6890208125
502,554.68902075
503,554.6890208125
504,554.6890208125
505,556.997894375
506,556.9978944375
507,556.997894375
508,556.9978944375
509,556.997894375
510,551.955753625
511,551.9557535625
512,551.955753625
513,551.9557535625
514,551.955753625
515,555.7380191875
516,555.7380191875
517,555.73801925
518,555.7380191875
519,555.7380191875
520,551.3248128125
521,551.3248128125
522,551.32481275
523,551.3248128125
524,551.3248128125
525,554.476454375
526,554.4764544375
527,554.476454375
528,554.4764544375
529,554.476454375
530,554.478422375
531,554.4784224375
532,554.478422375
533,554.4784224375
534,554.478422375
535,553.427456
536,553.427456
537,553.427456
538,553.427456
539,553.427456
540,693.7261151875
541,693.7261151875
542,693.72611525
543,693.7261151875
544,693.7261151875
545,858.1801488125
546,858.1801488125
547,858.18014875
548,858.1801488125
549,858.1801488125
550,472.354048
551,472.354048
552,472.354048
553,472.354048
554,472.354048
555,471.725008
556,471.725008
557,471.725008
558,471.725008
559,471.725008
560,471.516982375
561,471.5169824375
562,471.516982375
563,471.5169824375
564,471.516982375
565,472.3548928125
566,472.3548928125
567,472.35489275
568,472.3548928125
569,472.3548928125
570,473.4038911875
571,473.4038911875
572,473.40389125
573,473.4038911875
574,473.4038911875
575,470.67432
576,470.67432
577,470.67432
578,470.67432
579,470.67432
580,475.922585625
581,475.9225855625
582,475.922585625
583,475.9225855625
584,475.922585625
585,474.6644
586,474.6644
587,474.6644
588,474.6644
589,474.6644
590,468.7830431875
591,468.7830431875
592,468.78304325
593,468.7830431875
594,468.7830431875
595,470.4639711875
596,470.4639711875
597,470.46397125
598,470.4639711875
599,470.4639711875
600,631.765936
601,631.765936
602,631.765936
603,631.765936
604,631.765936
605,869.938032
606,869.938032
607,869.938032
608,869.938032
609,869.938032
610,540.823318375
611,540.8233184375
612,540.823318375
613,540.8233184375
614,540.823318375
615,542.293014375
616,542.2930144375
617,542.293014375
618,542.2930144375
619,542.293014375
620,541.454576
621,541.454576
622,541.454576
623,541.454576
624,541.454576
625,541.033561625
626,541.0335615625
627,541.033561625
628,541.0335615625
629,541.033561625
630,540.824902375
631,540.8249024375
632,540.824902375
633,540.8249024375
634,540.824902375
635,542.083193625
636,542.0831935625
637,542.083193625
638,542.0831935625
639,542.083193625
640,542.9198368125
641,542.9198368125
642,542.91983675
643,542.9198368125
644,542.9198368125
645,541.8732671875
646,541.8732671875
647,541.87326725
648,541.8732671875
649,541.8732671875
650,542.0842111875
651,542.0842111875
652,542.08421125
653,542.0842111875
654,542.0842111875
655,539.7725248125
656,539.7725248125
657,539.77252475
658,539.7725248125
659,539.7725248125
660,715.799328
661,715.799328
662,715.799328
663,715.799328
664,715.799328
665,1028.720432
666,1028.720432
667,1028.720432
668,1028.720432
669,1028.720432
670,629.4576671875
671,629.4576671875
672,629.45766725
673,629.4576671875
674,629.4576671875
675,639.538041625
676,639.5380415625
677,639.538041625
678,639.5380415625
679,639.538041625
680,626.9368608125
681,626.9368608125
682,626.93686075
683,626.9368608125
684,626.9368608125
685,634.4985408125
686,634.4985408125
687,634.49854075
688,634.4985408125
689,634.4985408125
690,633.2388768125
691,633.2388768125
692,633.23887675
693,633.2388768125
694,633.2388768125
695,639.749024
696,639.749024
697,639.749024
698,639.749024
699,639.749024
700,631.974038375
701,631.9740384375
702,631.974038375
703,631.9740384375
704,631.974038375
705,631.9780511875
706,631.9780511875
707,631.97805125
708,631.9780511875
709,631.9780511875
710,635.756582375
711,635.7565824375
712,635.756582375
713,635.7565824375
714,635.756582375
715,634.7075168125
716,634.7075168125
717,634.70751675
718,634.7075168125
719,634.7075168125
720,788.663641625
721,788.6636415625
722,788.663641625
723,788.6636415625
724,788.663641625
725,1048.461008
726,1048.461008
727,1048.461008
728,1048.461008
729,1048.461008
730,589.126454375
731,589.1264544375
732,589.126454375
733,589.1264544375
734,589.126454375
735,588.287065625
736,588.2870655625
737,588.287065625
738,588.2870655625
739,588.287065625
740,591.6467328125
741,591.6467328125
742,591.64673275
743,591.6467328125
744,591.6467328125
745,585.555910375
746,585.5559104375
747,585.555910375
748,585.5559104375
749,585.555910375
750,589.337014375
751,589.3370144375
752,589.337014375
753,589.3370144375
754,589.337014375
755,589.3384928125
756,589.3384928125
757,589.33849275
758,589.3384928125
759,589.3384928125
760,588.077456
761,588.077456
762,588.077456
763,588.077456
764,588.077456
765,589.547257625
766,589.5472575625
767,589.547257625
768,589.5472575625
769,589.547257625
770,589.1283168125
771,589.1283168125
772,589.12831675
773,589.1283168125
774,589.1283168125
775,589.546518375
776,589.5465184375
777,589.546518375
778,589.5465184375
779,589.546518375
780,730.057321625
781,730.0573215625
782,730.057321625
783,730.0573215625
784,730.057321625
785,960.036689625
786,960.0366895625
787,960.036689625
788,960.0366895625
789,960.036689625
790,532.423094375
791,532.4230944375
792,532.423094375
793,532.4230944375
794,532.423094375
795,532.4219328125
796,532.4219328125
797,532.42193275
798,532.4219328125
799,532.4219328125
800,534.732496
801,534.732496
802,534.732496
803,534.732496
804,534.732496
805,537.6726271875
806,537.6726271875
807,537.67262725
808,537.6726271875
809,537.6726271875
810,528.2228768125
811,528.2228768125
812,528.22287675
813,528.2228768125
814,528.2228768125
815,533.4736768125
816,533.4736768125
817,533.47367675
818,533.4736768125
819,533.4736768125
820,532.419782375
821,532.4197824375
822,532.419782375
823,532.4197824375
824,532.419782375
825,540.192377625
826,540.1923775625
827,540.192377625
828,540.1923775625
829,540.192377625
830,527.3826431875
831,527.3826431875
832,527.38264325
833,527.3826431875
834,527.3826431875
835,534.5237311875
836,534.5237311875
837,534.52373125
838,534.5237311875
839,534.5237311875
840,638.90808
841,638.90808
842,638.90808
843,638.90808
844,638.90808
845,853.555328
846,853.555328
847,853.555328
848,853.555328
849,853.555328
850,453.8714431875
851,453.8714431875
852,453.87144325
853,453.8714431875
854,453.8714431875
855,453.2393408125
856,453.2393408125
857,453.23934075
858,453.2393408125
859,453.2393408125
860,453.4483168125
861,453.4483168125
862,453.44831675
863,453.4483168125
864,453.4483168125
865,453.450534375
866,453.4505344375
867,453.450534375
868,453.4505344375
869,453.450534375
870,453.6599328125
871,453.6599328125
872,453.65993275
873,453.6599328125
874,453.6599328125
875,451.7695391875
876,451.7695391875
877,451.76953925
878,451.7695391875
879,451.7695391875
880,453.444054375
881,453.4440544375
882,453.444054375
883,453.4440544375
884,453.444054375
885,454.712416
886,454.712416
887,454.712416
888,454.712416
889,454.712416
890,455.9722911875
891,455.9722911875
892,455.97229125
893,455.9722911875
894,455.9722911875
895,450.9305728125
896,450.9305728125
897,450.93057275
898,450.9305728125
899,450.9305728125
900,583.251289625
901,583.2512895625
902,583.251289625
903,583.2512895625
904,583.251289625
905,929.791632
906,929.791632
907,929.791632
908,929.791632
909,929.791632
910,582.827289625
911,582.8272895625
912,582.827289625
913,582.8272895625
914,582.827289625
915,581.7768128125
916,581.7768128125
917,581.77681275
918,581.7768128125
919,581.7768128125
920,586.6075488125
921,586.6075488125
922,586.60754875
923,586.6075488125
924,586.6075488125
925,580.51472
926,580.51472
927,580.51472
928,580.51472
929,580.51472
930,580.728342375
931,580.7283424375
932,580.728342375
933,580.7283424375
934,580.728342375
935,584.086953625
936,584.0869535625
937,584.086953625
938,584.0869535625
939,584.086953625
940,580.719856
941,580.719856
942,580.719856
943,580.719856
944,580.719856
945,582.826233625
946,582.8262335625
947,582.826233625
948,582.8262335625
949,582.826233625
950,583.038166375
951,583.0381664375
952,583.038166375
953,583.0381664375
954,583.038166375
955,586.396144
956,586.396144
957,586.396144
958,586.396144
959,586.396144
960,734.466409625
961,734.4664095625
962,734.466409625
963,734.4664095625
964,734.466409625
965,1119.2373311875
966,1119.2373311875
967,1119.23733125
968,1119.2373311875
969,1119.2373311875
970,662.220758375
971,662.2207584375
972,662.220758375
973,662.2207584375
974,662.220758375
975,670.4113728125
976,670.4113728125
977,670.41137275
978,670.4113728125
979,670.4113728125
980,673.562169625
981,673.5621695625
982,673.562169625
983,673.5621695625
984,673.562169625
985,669.776313625
986,669.7763135625
987,669.776313625
988,669.7763135625
989,669.776313625
990,667.6767328125
991,667.6767328125
992,667.67673275
993,667.6767328125
994,667.6767328125
995,668.939248
996,668.939248
997,668.939248
998,668.939248
999,668.939248
1000,670.4047871875
1001,670.4047871875
1002,670.40478725
1003,670.4047871875
1004,670.4047871875
1005,668.94136
1006,668.94136
1007,668.94136
1008,668.94136
1009,668.94136
1010,670.4108448125
1011,670.4108448125
1012,670.41084475
1013,670.4108448125
1014,670.4108448125
1015,669.1527648125
1016,669.1527648125
1017,669.15276475
1018,669.1527648125
1019,669.1527648125
1020,785.0838048125
1021,785.0838048125
1022,785.08380475
1023,785.0838048125
1024,785.0838048125
1025,1058.125544
1026,1058.125544
1027,1058.125544
1028,1058.125544
1029,1058.125544
1030,533.682969625
1031,533.6829695625
1032,533.682969625
1033,533.6829695625
1034,533.682969625
1035,535.574208
1036,535.574208
1037,535.574208
1038,535.574208
1039,535.574208
1040,534.3132768125
1041,534.3132768125
1042,534.31327675
1043,534.3132768125
1044,534.3132768125
1045,535.784662375
1046,535.7846624375
1047,535.784662375
1048,535.7846624375
1049,535.784662375
1050,537.674
1051,537.674
1052,537.674
1053,537.674
1054,537.674
1055,533.473782375
1056,533.4737824375
1057,533.473782375
1058,533.4737824375
1059,533.473782375
1060,537.8810368125
1061,537.8810368125
1062,537.88103675
1063,537.8810368125
1064,537.8810368125
1065,532.423622375
1066,532.4236224375
1067,532.423622375
1068,532.4236224375
1069,532.423622375
1070,535.574313625
1071,535.5743135625
1072,535.574313625
1073,535.5743135625
1074,535.574313625
1075,535.5751648125
1076,535.5751648125
1077,535.57516475
1078,535.5751648125
1079,535.5751648125
1080,642.6936191875
1081,642.6936191875
1082,642.69361925
1083,642.6936191875
1084,642.6936191875
1085,974.1117631875
1086,974.1117631875
1087,974.11176325
1088,974.1117631875
1089,974.1117631875
1090,551.535478375
1091,551.5354784375
1092,551.535478375
1093,551.5354784375
1094,551.535478375
1095,552.584265625
1096,552.5842655625
1097,552.584265625
1098,552.5842655625
1099,552.584265625
1100,551.3253408125
1101,551.3253408125
1102,551.32534075
1103,551.3253408125
1104,551.3253408125
1105,550.691616
1106,550.691616
1107,550.691616
1108,550.691616
1109,550.691616
1110,551.954169625
1111,551.9541695625
1112,551.954169625
1113,551.9541695625
1114,551.954169625
1115,549.2201631875
1116,549.2201631875
1117,549.22016325
1118,549.2201631875
1119,549.2201631875
1120,551.530832
1121,551.530832
1122,551.530832
1123,551.530832
1124,551.530832
1125,554.682790375
1126,554.6827904375
1127,554.682790375
1128,554.6827904375
1129,554.682790375
1130,547.122550375
1131,547.1225504375
1132,547.122550375
1133,547.1225504375
1134,547.122550375
1135,550.064304
1136,550.064304
1137,550.064304
1138,550.064304
1139,550.064304
1140,665.160496
1141,665.160496
1142,665.160496
1143,665.160496
1144,665.160496
1145,1026.828134375
1146,1026.8281344375
1147,1026.828134375
1148,1026.8281344375
1149,1026.828134375
1150,585.975446375
1151,585.9754464375
1152,585.975446375
1153,585.9754464375
1154,585.975446375
1155,584.926870375
1156,584.9268704375
1157,584.926870375
1158,584.9268704375
1159,584.926870375
1160,587.443136
1161,587.443136
1162,587.443136
1163,587.443136
1164,587.443136
1165,584.927465625
1166,584.9274655625
1167,584.927465625
1168,584.9274655625
1169,584.927465625
1170,584.927081625
1171,584.9270815625
1172,584.927081625
1173,584.9270815625
1174,584.927081625
1175,584.928032
1176,584.928032
1177,584.928032
1178,584.928032
1179,584.928032
1180,589.756550375
1181,589.7565504375
1182,589.756550375
1183,589.7565504375
1184,589.756550375
1185,582.616096
1186,582.616096
1187,582.616096
1188,582.616096
1189,582.616096
1190,585.977625625
1191,585.9776255625
1192,585.977625625
1193,585.9776255625
1194,585.977625625
1195,586.185056
1196,586.185056
1197,586.185056
1198,586.185056
1199,586.185056
1200,675.6638911875
1201,675.6638911875
1202,675.66389125
1203,675.6638911875
1204,675.6638911875
1205,981.877670375
1206,981.8776704375
1207,981.877670375
1208,981.8776704375
1209,981.877670375
1210,506.170784
1211,506.170784
1212,506.170784
1213,506.170784
1214,506.170784
1215,507.2196768125
1216,507.2196768125
1217,507.21967675
1218,507.2196768125
1219,507.2196768125
1220,507.2223168125
1221,507.2223168125
1222,507.22231675
1223,507.2223168125
1224,507.2223168125
1225,510.3705408125
1226,510.3705408125
1227,510.37054075
1228,510.3705408125
1229,510.3705408125
1230,503.230336
1231,503.230336
1232,503.230336
1233,503.230336
1234,503.230336
1235,507.6406911875
1236,507.6406911875
1237,507.64069125
1238,507.6406911875
1239,507.6406911875
1240,509.7383711875
1241,509.7383711875
1242,509.73837125
1243,509.7383711875
1244,509.7383711875
1245,512.2609728125
1246,512.2609728125
1247,512.26097275
1248,512.2609728125
1249,512.2609728125
1250,501.3401151875
1251,501.3401151875
1252,501.34011525
1253,501.3401151875
1254,501.3401151875
1255,504.280496
1256,504.280496
1257,504.280496
1258,504.280496
1259,504.280496
1260,603.835481625
1261,603.8354815625
1262,603.835481625
1263,603.8354815625
1264,603.835481625
1265,988.396081625
1266,988.3960815625
1267,988.396081625
1268,988.3960815625
1269,988.396081625
1270,573.591478375
1271,573.5914784375
1272,573.591478375
1273,573.5914784375
1274,573.591478375
1275,572.749977625
1276,572.7499775625
1277,572.749977625
1278,572.7499775625
1279,572.749977625
1280,575.899929625
1281,575.8999295625
1282,575.899929625
1283,575.8999295625
1284,575.899929625
1285,572.3309311875
1286,572.3309311875
1287,572.33093125
1288,572.3309311875
1289,572.3309311875
1290,574.640054375
1291,574.6400544375
1292,574.640054375
1293,574.6400544375
1294,574.640054375
1295,571.2809151875
1296,571.2809151875
1297,571.28091525
1298,571.2809151875
1299,571.2809151875
1300,572.3259008125
1301,572.3259008125
1302,572.32590075
1303,572.3259008125
1304,572.3259008125
1305,573.589366375
1306,573.5893664375
1307,573.589366375
1308,573.5893664375
1309,573.589366375
1310,573.590489625
1311,573.5904895625
1312,573.590489625
1313,573.5904895625
1314,573.590489625
1315,573.379968
1316,573.379968
1317,573.379968
1318,573.379968
1319,573.379968
1320,651.721510375
1321,651.7215104375
1322,651.721510375
1323,651.7215104375
1324,651.721510375
1325,970.9586688125
1326,970.9586688125
1327,970.95866875
1328,970.9586688125
1329,970.9586688125
1330,494.828105625
1331,494.8281055625
1332,494.828105625
1333,494.8281055625
1334,494.828105625
1335,493.358304
1336,493.358304
1337,493.358304
1338,493.358304
1339,493.358304
1340,494.6188128125
1341,494.6188128125
1342,494.61881275
1343,494.6188128125
1344,494.6188128125
1345,495.457462375
1346,495.4574624375
1347,495.457462375
1348,495.4574624375
1349,495.457462375
1350,492.728064
1351,492.728064
1352,492.728064
1353,492.728064
1354,492.728064
1355,499.4478591875
1356,499.4478591875
1357,499.44785925
1358,499.4478591875
1359,499.4478591875
1360,489.784697625
1361,489.7846975625
1362,489.784697625
1363,489.7846975625
1364,489.784697625
1365,493.5686528125
1366,493.5686528125
1367,493.56865275
1368,493.5686528125
1369,493.5686528125
1370,493.56872
1371,493.56872
1372,493.56872
1373,493.56872
1374,493.56872
1375,495.4572511875
1376,495.4572511875
1377,495.45725125
1378,495.4572511875
1379,495.4572511875
1380,568.127190375
1381,568.1271904375
1382,568.127190375
1383,568.1271904375
1384,568.127190375
1385,910.4697471875
1386,910.4697471875
1387,910.46974725
1388,910.4697471875
1389,910.4697471875
1390,494.616489625
1391,494.6164895625
1392,494.616489625
1393,494.6164895625
1394,494.616489625
1395,492.7274688125
1396,492.7274688125
1397,492.72746875
1398,492.7274688125
1399,492.7274688125
1400,495.037504
1401,495.037504
1402,495.037504
1403,495.037504
1404,495.037504
1405,493.9886111875
1406,493.9886111875
1407,493.98861125
1408,493.9886111875
1409,493.9886111875
1410,495.6672831875
1411,495.6672831875
1412,495.66728325
1413,495.6672831875
1414,495.6672831875
1415,493.5675968125
1416,493.5675968125
1417,493.56759675
1418,493.5675968125
1419,493.5675968125
1420,494.824198375
1421,494.8241984375
1422,494.824198375
1423,494.8241984375
1424,494.824198375
1425,493.3569311875
1426,493.3569311875
1427,493.35693125
1428,493.3569311875
1429,493.3569311875
1430,494.6177568125
1431,494.6177568125
1432,494.61775675
1433,494.6177568125
1434,494.6177568125
1435,494.618457625
1436,494.6184575625
1437,494.618457625
1438,494.6184575625
1439,494.618457625
1440,562.457974375
1441,562.4579744375
1442,562.457974375
1443,562.4579744375
1444,562.457974375
1445,918.6610208125
1446,918.6610208125
1447,918.66102075
1448,918.6610208125
1449,918.6610208125
1450,499.8675008125
1451,499.8675008125
1452,499.86750075
1453,499.8675008125
1454,499.8675008125
1455,499.866761625
1456,499.8667615625
1457,499.866761625
1458,499.8667615625
1459,499.866761625
1460,497.767392
1461,497.767392
1462,497.767392
1463,497.767392
1464,497.767392
1465,499.8689791875
1466,499.8689791875
1467,499.86897925
1468,499.8689791875
1469,499.8689791875
1470,498.8193471875
1471,498.8193471875
1472,498.81934725
1473,498.8193471875
1474,498.8193471875
1475,504.908902375
1476,504.9089024375
1477,504.908902375
1478,504.9089024375
1479,504.908902375
1480,497.76264
1481,497.76264
1482,497.76264
1483,497.76264
1484,497.76264
1485,503.859376
1486,503.859376
1487,503.859376
1488,503.859376
1489,503.859376
1490,492.938662375
1491,492.9386624375
1492,492.938662375
1493,492.9386624375
1494,492.938662375
1495,499.869574375
1496,499.8695744375
1497,499.869574375
1498,499.8695744375
1499,499.869574375
1500,560.568256
1501,560.568256
1502,560.568256
1503,560.568256
1504,560.568256
1505,938.6171248125
1506,938.6171248125
1507,938.61712475
1508,938.6171248125
1509,938.6171248125
1510,506.168777625
1511,506.1687775625
1512,506.168777625
1513,506.1687775625
1514,506.168777625
1515,505.118617625
1516,505.1186175625
1517,505.118617625
1518,505.1186175625
1519,505.118617625
1520,504.0690911875
1521,504.0690911875
1522,504.06909125
1523,504.0690911875
1524,504.0690911875
1525,504.069302375
1526,504.0693024375
1527,504.069302375
1528,504.0693024375
1529,504.069302375
1530,505.11904
1531,505.11904
1532,505.11904
1533,505.11904
1534,505.11904
1535,505.119673625
1536,505.1196735625
1537,505.119673625
1538,505.1196735625
1539,505.119673625
1540,505.116822375
1541,505.1168224375
1542,505.116822375
1543,505.1168224375
1544,505.116822375
1545,506.169094375
1546,506.1690944375
1547,506.169094375
1548,506.1690944375
1549,506.169094375
1550,503.0189311875
1551,503.0189311875
1552,503.01893125
1553,503.0189311875
1554,503.0189311875
1555,507.218265625
1556,507.2182655625
1557,507.218265625
1558,507.2182655625
1559,507.218265625
1560,585.982761625
1561,585.9827615625
1562,585.982761625
1563,585.9827615625
1564,585.982761625
1565,1168.598153625
1566,1168.5981535625
1567,1168.598153625
1568,1168.5981535625
1569,1168.598153625
1570,728.378726375
1571,728.3787264375
1572,728.378726375
1573,728.3787264375
1574,728.378726375
1575,727.9536991875
1576,727.9536991875
1577,727.95369925
1578,727.9536991875
1579,727.9536991875
1580,728.375769625
1581,728.3757695625
1582,728.375769625
1583,728.3757695625
1584,728.375769625
1585,728.1633088125
1586,728.1633088125
1587,728.16330875
1588,728.1633088125
1589,728.1633088125
1590,729.6377568125
1591,729.6377568125
1592,729.63775675
1593,729.6377568125
1594,729.6377568125
1595,728.1675328125
1596,728.1675328125
1597,728.16753275
1598,728.1675328125
1599,728.1675328125
1600,725.217792
1601,725.217792
1602,725.217792
1603,725.217792
1604,725.217792
1605,729.636806375
1606,729.6368064375
1607,729.636806375
1608,729.6368064375
1609,729.636806375
1610,726.695936
1611,726.695936
1612,726.695936
1613,726.695936
1614,726.695936
1615,728.375625625
1616,728.3756255625
1617,728.375625625
1618,728.3756255625
1619,728.375625625
1620,795.794486375
